ORDER_NO,CUSTOMER_NUMBER_ONLINE,ORDER_VALUE_ONLINE,DISCOUNT_VALUE_ONLINE,NUMBER_ITEMS_ONLINE,NUMBER_DISCOUNTED_ITEMS_ONLINE
78745716,54297087,"21447,32","3121,73",132,38
78750205,78366675,"14220,05","1894,26",102,24
78787142,85513353,"2694,67",0,24,0
78792263,65565549,"16633,07","145,41",112,0
78797878,86815179,"6982,3",0,44,0
78800270,61690092,"24160,33","5701,12",162,50
78801080,67428357,"29773,68","2562,36",242,12
78833532,82102791,"14889,46","885,56",112,8
78840443,57620541,"13445,84","672,03",112,6
78869892,81245379,"9004,94","1619,16",52,4
78883091,62208129,"18599,38",0,222,0
78892276,54313107,"14045,82","3956,2",106,34
78905523,86741364,"8837,26","248,9",48,8
78928792,63736914,"16025,23","349,77",114,8
78935602,87693789,"10562,53","707,4",82,4
78942390,63070983,"16723,46","2344,9",180,46
78959601,60134373,"10377,82","879,01",92,8
78976894,87015084,"21773,51","3054,92",134,40
78977968,86733825,"23933,7","5268,82",200,62
78981873,57290652,"17712,51","3738,74",122,58
78982459,60761331,"15575,9","157,2",114,6
78988150,66369135,"16056,67","2555,81",134,38
79016794,57368205,"16132,65","630,11",104,20
79024294,63070983,"25124,49","18383,23",404,206
79024557,74840445,"15608,65","1230,09",104,16
79031485,87174300,"9716,27","702,16",70,0
79031822,58700403,"18330,83","203,05",102,4
79035449,63747390,"2144,47",0,14,0
79039390,65565549,"7892,75",131,48,0
79051957,61976238,"39797,8","4509,02",240,42
79053005,80959023,21091,"2871,52",176,40
79053031,78435468,"14102,15","906,52",110,8
79056127,86752602,"12937,56","919,62",114,16
79072401,53799891,"8431,16","1228,78",66,16
79072667,88736109,"20675,73","1013,94",166,12
79082818,55650483,"16487,66","500,42",82,14
79087763,77272779,"38591,29","3619,53",232,44
79090705,55735905,"25939,31","696,92",212,16
79101403,65290263,"7575,73","2692,05",82,36
79126701,67978983,"12127,98","1143,63",100,18
79154973,86546184,"14723,09","3396,83",130,14
79172271,57620742,"35943,78","1523,53",274,12
79182884,58200810,"14354,98","6569,65",130,60
79188851,88939491,"9066,51",0,52,0
79210589,69311778,"6665,28","1396,46",74,24
79229351,55655007,"12925,77","1068,96",64,22
79231914,86132373,"24817,95","2732,66",216,34
79233482,58422666,"13316,15","1201,27",76,8
79234653,81277266,"29823,46","4368,85",180,72
79238956,57041106,"26872,03","10956,84",258,108
79249723,76823928,"20721,58","1912,6",170,18
79249969,53825553,"15502,54","4345,27",74,8
79254850,61629030,"13299,12","2718,25",60,16
79268772,84149655,"14036,65","1068,96",126,16
79279149,58796901,"18603,31","2209,97",90,4
79292241,85220796,"18946,53","1841,86",136,24
79303349,59717805,"9931,11","297,37",48,4
79307963,55688082,"12162,04","960,23",86,4
79358306,61621485,"22973,47","2778,51",228,36
79373237,65530266,"13270,3","2555,81",126,22
79374128,86554308,"15626,99","668,1",154,8
79387355,65146260,"33986,64","3683,72",206,18
79394465,75391209,"16447,05",1572,118,26
79402144,59970747,"14070,71","1089,92",98,12
79424417,58233828,"36340,71","5350,04",304,62
79431706,58233828,"10169,53","823,99",16,0
79442686,66369135,"16652,72","1692,52",112,28
79471317,61021017,"16177,19","5906,79",124,74
79480951,82085256,"22792,69","1421,35",190,26
79498955,65345421,"30741,77","1032,28",186,4
79518294,59657739,"11114,04","797,79",76,10
79535909,66115752,"17745,26",4323,144,28
79538123,54324969,"9944,21","3302,51",88,44
79538201,62379813,"13948,88","3603,81",120,70
79547172,55791279,"13227,07","6973,13",96,56
79568491,57610581,10742,"580,33",80,8
79623298,60710298,"28514,77","1463,27",228,12
79638772,79357362,"9650,77","470,29",74,4
79660097,67458090,"15592,93","1211,75",106,20
79669393,66476331,"17793,73","7997,55",132,58
79670608,89217039,"22453,4","1866,75",174,14
79670830,60079998,"17792,42",0,108,0
79682239,55618011,"34543,39",0,198,0
79687879,57289545,"26602,17","3032,65",192,58
79711012,81943317,"10176,08","7453,9",78,56
79714344,64257858,"17298,55","3567,13",144,26
79725458,58652295,"7299,32","2782,44",70,32
79734764,61741842,"17197,68","1477,68",126,20
79740688,54143301,"18491,96","1028,35",110,8
79750686,75130470,"16339,63","1139,7",142,20
79792258,83009334,"7977,9",0,10,0
79799644,74544123,9432,0,2,0
79803029,63717834,"10732,83","3014,31",52,40
79804967,78332682,"20209,37","4366,23",146,46
79841396,53996706,"18901,99","806,96",110,0
79880672,63602604,"11078,67","838,4",10,0
79927107,61445694,"42725,65","209,6",390,0
79931206,53979279,"20531,63","539,72",130,12
79933626,85513671,"16600,32","690,37",96,12
79943032,55945512,"14461,09","1573,31",140,8
79954455,68026719,"12489,54","4206,41",102,22
79955028,63370044,"11334,12","834,47",46,4
79971497,75255684,"15224,82","125,76",122,0
79978442,77886876,"28991,61","2445,77",144,46
79987958,86556837,"10313,63","2618,69",60,4
79993944,88125159,"78691,7","199,12",574,8
79997689,78432396,"8767,83","3751,84",92,60
80008050,58907292,"16971,05","496,49",122,4
80018421,55823007,"17941,76","429,68",128,4
80028744,54898581,"11154,65","1059,79",102,12
80032171,84926853,"34593,17","672,03",162,4
80054937,74717226,"36969,51","4366,23",308,28
80082291,86880423,"23033,73","2526,99",140,8
80111207,63800709,"10971,25","1577,24",144,6
80112383,83914683,"11175,61","727,05",76,6
80124127,62551932,"13824,43","896,04",92,14
80128991,88360239,"28020,9","626,18",258,4
80152303,69264366,"7091,03","260,69",40,4
80154208,55021002,"24783,89","6277,52",128,28
80154860,85597968,"15570,66","1123,98",130,12
80185895,67978983,"9680,9","977,26",86,26
80207101,60236766,"22112,8","4105,54",184,44
80214131,65797428,"13373,79","1148,87",116,4
80225580,76010628,"6635,15","1372,88",38,4
80269474,57685986,"28890,74","391,69",250,12
80274970,62982624,"15540,53","575,09",70,6
80287161,85406229,"22533,31","2314,77",196,30
80292655,59651424,"13764,17","3745,29",68,20
80294214,62262723,"14344,5","522,69",120,4
80296495,66535539,"35363,45","26519,64",210,120
80316061,59782632,"20882,71","4688,49",112,34
80318164,63706365,"11072,12","3263,21",78,24
80324835,87108588,"27546,68","1746,23",218,38
80334435,65948868,"17012,97","3276,31",148,42
80345889,86623767,"12016,63","2327,87",124,24
80393952,61542336,"33125,97","1810,42",254,38
80400053,58106796,"12862,89","2669,78",6,0
80408226,86587152,"13622,69",1179,64,0
80417914,56816163,"16913,41","3916,9",132,48
80418184,64004028,"20209,37","1188,17",130,20
80426412,60527508,"26471,17","1514,36",220,42
80442517,55584348,"10075,21","2773,27",90,28
80447444,74977134,"15934,84","2364,55",114,30
80479798,82175280,"25351,12","1843,17",192,20
80499679,61897959,"12556,35","1723,96",122,22
80500332,75898755,"27064,6","111,35",144,0
80506398,65733954,"23228,92","3471,5",148,28
80524950,62421903,"11073,43","4759,23",90,72
80543253,55142121,"26192,14","2643,58",182,34
80559384,87374913,"12980,79",0,18,0
80567827,56883657,"15810,39","610,46",58,4
80577292,58356942,7074,0,2,0
80595233,61064763,"12769,88","1268,08",96,16
80605139,54783672,"26870,72","2582,01",108,4
80642848,87990315,"12209,2","720,5",56,4
80678721,83037972,"26798,67","9314,1",188,128
80683742,61468665,"19617,25","1769,81",132,12
80685412,59395554,"39382,53","2841,39",232,20
80692659,85082523,"10398,78","4209,03",118,48
80696464,58665681,"12194,79","5215,11",116,56
80707161,75867663,3930,0,2,0
80738367,57735147,"22534,62","1044,07",188,20
80756729,62932062,"22044,68","6146,52",134,52
80764695,65355822,"14576,37","2558,43",144,32
80781093,86152851,"16733,94","220,08",130,0
80786283,60802557,"10464,28","1607,37",84,20
80789615,57026931,"8047,33","255,45",72,0
80790324,87890994,"14095,6","2580,7",116,32
80800061,64094496,"27382,93","4089,82",148,20
80801087,58106796,"16698,57","1110,88",90,8
80808004,86599890,"9929,8",0,16,0
80808325,61372992,"11607,91","424,44",100,10
80810677,89126142,"24160,33","1604,75",170,12
80836260,75320736,"16602,94","880,32",148,16
80866030,64833852,"21574,39","1620,47",102,4
80868810,88984413,9432,0,2,0
80894922,83785758,"23648,12","1336,2",134,28
80896365,57581919,"6483,19","1560,21",58,20
80904852,55058715,"7577,04","648,45",64,12
80911816,67832667,"15456,69","4474,96",96,40
80913007,84149655,"14293,41","104,8",84,0
80914943,82979220,"23116,26","4853,55",208,60
80922235,83914683,"12179,07","1851,03",92,14
80942141,81798741,"11462,5","1190,79",84,12
80946192,85753239,"34994,03","1942,73",246,26
80948068,59717805,"8428,54","330,12",58,0
80948627,60403773,"14458,47","423,13",124,10
80956410,86505696,"36465,16","1756,71",230,22
80977910,87859200,"18206,38",0,150,0
81005130,55142121,"21024,19","1871,99",158,22
81014834,60230106,"27617,42","8859,53",236,96
81034117,84801687,"19378,83","432,3",126,4
81076836,62832567,"10908,37","2540,09",90,28
81079226,86741364,"8884,42",0,60,0
81087615,55154268,"23992,65","2850,56",150,12
81088935,60889668,"21766,96","3985,02",186,44
81091263,54287043,"29676,74","1286,42",214,8
81095170,83404713,"22526,76","816,13",162,0
81098402,59589948,"20627,26","1167,21",140,10
81098813,64621311,"7332,07","26,2",64,0
81115215,57820974,"19790,17","4396,36",160,50
81118857,85513671,"25437,58","4227,37",176,48
81133771,76537548,"27918,72","12573,38",222,110
81137940,64144557,"19787,55","982,5",136,16
81146502,67753953,"38984,29","7510,23",248,56
81160149,86814627,"20502,81","3459,71",176,8
81161996,83914683,"9484,4","200,43",82,0
81169040,56816163,"39082,54","7865,24",302,128
81187158,75998310,"12590,41","599,98",96,12
81187661,82979220,"20589,27","7249,54",174,92
81193481,89231310,"7113,3","1772,43",46,20
81194969,64102035,"22787,45","3413,86",116,28
81199102,60791016,"24131,51","413,96",88,8
81229814,88400055,"20667,87",0,146,0
81254938,54264294,"13156,33","317,02",104,0
81256104,62877729,"18349,17","2516,51",134,36
81258831,54313107,"13124,89","1327,03",156,14
81268768,87002697,"11423,2","1096,47",90,16
81279108,54358911,"219169,55","47229,43",2558,704
81295409,67262835,"9961,24","91,7",90,0
81297355,61001082,"13283,4","538,41",128,8
81298645,54503136,"15775,02","3425,65",180,26
81311501,61297641,"14978,54","5241,31",84,24
81311664,54391293,"6999,33",0,18,0
81316772,78075246,"17880,19","144,1",104,0
81326595,84922221,"12114,88","410,03",78,10
81328889,86969688,"14601,26","183,4",134,0
81330625,63253560,"24571,67",0,122,0
81332411,58502337,"24084,35","2339,66",198,16
81332629,67053471,"15438,35",0,124,0
81335619,86814627,"17838,27","1125,29",166,12
81352050,61904373,"15807,77","561,99",130,4
81357802,81001275,"13494,31","998,22",52,10
81366404,54418290,"20893,19","2769,34",154,26
81378504,57593277,"10059,49","1088,61",42,8
81400283,59309634,"15370,23",262,124,6
81419126,59912715,"32347,83","3556,65",158,36
81459833,66450972,"10236,34","2474,59",60,12
81466713,59318085,"35879,59","2719,56",110,6
81475931,58048794,"67681,15","3077,19",412,52
81504087,82195911,"18797,19","1070,27",146,20
81511072,63990978,"30027,82","2388,13",248,16
81518235,89185653,"17966,65","1708,24",112,8
81521500,86333664,"16661,89","1151,49",110,8
81539517,82195911,"15383,33","65,5",96,0
81559342,54847428,"16807,3","3251,42",130,40
81560881,53836488,"35225,9","7432,94",254,74
81563512,54350133,"13175,98","1587,72",76,16
81565172,58356942,"11450,71","2686,81",90,26
81574760,83714934,"9804,04","1934,87",66,34
81583766,85418412,"23185,69","602,6",178,4
81619899,55531902,"17277,59","732,29",106,4
81634666,64781277,"11110,11","442,78",66,8
81651314,68032725,"13058,08",0,70,0
81695036,58303356,"15947,94","208,29",118,4
81695471,59510697,"19795,41","1603,44",156,28
81700264,67643775,"40278,57","767,66",170,6
81706919,65186811,"16622,59","1701,69",118,26
81708741,60791763,"20908,91","3825,2",166,16
81728829,58331274,"17256,63","981,19",116,8
81734769,84818364,"19630,35","1439,69",138,8
81744151,61822095,"13503,48","77,29",118,8
81778028,79902759,"15687,25","3125,66",94,16
81778513,64781277,"13986,87","2461,49",108,44
81784367,55866510,"8825,47",0,94,0
81796091,86638203,"9370,43","2695,98",28,8
81798025,57284736,"15277,22","64,19",72,0
81813299,65058753,"17453,13","7664,81",196,112
81825159,81291510,"10280,88","2951,43",84,26
81826287,59782632,"18250,92","2140,54",100,4
81849371,65189859,"15649,26","2461,49",112,32
81868067,67758060,"22558,2","2921,3",134,36
81872369,83021172,"8517,62","1755,4",52,4
81878760,65973495,"15083,34","1526,15",124,12
81887790,82244130,"19051,33","111,35",78,4
81905781,60139101,"14597,33","127,07",86,6
81907214,57170349,"70882,79","1558,9",304,20
81913244,61613331,"27244,07","8112,83",186,60
81941990,56605293,"15131,81","2014,78",88,16
81944685,67947252,"17576,27","1609,99",130,16
81962638,80164296,"13272,92","660,24",100,4
82000730,57119916,"9319,34","640,59",66,0
82005509,61877979,"24466,87","889,49",168,10
82008787,61695777,"14858,02","2458,87",124,24
82012790,66856707,"18584,97","3061,47",170,46
82019185,84771255,"19889,73","161,13",132,0
82020246,58043418,"13693,43","1790,77",112,6
82100506,58469034,"17227,81","1840,55",82,26
82111129,87519387,"29078,07","2225,69",188,30
82153137,57041106,"15761,92","2564,98",124,34
82158841,67552134,"14947,1",0,48,0
82161974,60272076,"13360,69","2413,02",140,24
82189729,60362547,"9417,59","2143,16",74,16
82196722,59682771,"21016,33","2471,97",176,36
82198138,64190328,"14690,34","1627,02",124,26
82205623,66468357,"13088,21","277,72",104,4
82205976,64362981,"14347,12","3599,88",104,26
82208460,61769322,"13031,88","2411,71",98,20
82217977,55231920,"12323,17","314,4",120,0
82220163,63005763,"13617,45","898,66",118,12
82220963,83832438,"7622,89","1556,28",90,18
82244676,61613331,"8632,9",0,22,0
82247020,86924322,"19977,5","1168,52",142,12
82251193,60605820,"11913,14","390,38",66,4
82257288,61415715,"13540,16","421,82",84,8
82260612,87859200,"36131,11","457,19",322,0
82290858,57520338,"25698,27","3877,6",164,38
82293041,74297424,"19173,16","4427,8",80,28
82297210,58245528,"18447,42","5960,5",180,68
82330077,57041106,"30039,61","6878,81",262,120
82343352,59568357,"7507,61","504,35",74,8
82349208,59967819,"13899,1","4495,92",116,40
82353096,65203434,"13254,58","2433,98",70,4
82353546,62321328,"14408,69","1438,38",106,8
82356029,67118979,"18484,1","5251,79",120,44
82365231,81288465,"23097,92","4642,64",158,42
82367919,56368353,"8347,32","1883,78",78,24
82371039,61562859,"13137,99","2220,45",110,26
82373422,67870185,"8471,77",0,6,0
82374028,59913153,"29478,93","3288,1",202,18
82375996,87067422,"15362,37","1379,43",136,22
82388376,86551140,"24815,33","2247,96",122,4
82421280,75065256,"1269,39",0,2,0
82422226,57789693,"16963,19","444,09",138,8
82433476,65290263,"8209,77",0,6,0
82436782,86568393,"8889,66",0,76,0
82437156,64169139,"21905,82","6523,8",214,42
82446806,63200484,"20103,26","2659,3",124,30
82454922,55887267,"11742,84","1464,58",94,8
82462876,58426233,"18780,16","1480,3",140,20
82479852,75975375,"16478,49","1420,04",124,32
82497743,57122490,"16689,4","3854,02",126,28
82509396,59420427,"11483,46","1920,46",86,6
82535581,86455248,"27388,17","4771,02",228,82
82543962,63882672,"10972,56","386,45",98,4
82548983,86516586,"13900,41","2677,64",118,16
82568795,67758060,"7304,56","1881,16",44,18
82580048,84579012,"8999,7","601,29",82,16
82583322,55752717,"17019,52","2297,74",142,8
82632186,61555968,"34236,85","1443,62",226,24
82634575,54368097,"47070,92",0,382,0
82642613,57789693,"23273,46","1079,44",176,18
82643194,53879355,"8991,84","3121,73",52,20
82652030,63230892,"10343,76","196,5",62,0
82652863,87966315,"7199,76","430,99",14,0
82654032,54238764,"34184,45","1139,7",244,22
82679984,61786263,"27338,39","1085,99",230,8
82686021,89107293,"10800,95","475,53",122,8
82691299,61077756,"29151,43","6028,62",220,70
82700101,65170092,"8594,91","2382,89",68,28
82723745,67713813,"8893,59",0,74,0
82731523,87302895,"2418,26",0,12,0
82732510,64680276,"20180,55","2245,34",150,26
82761083,60374601,"11486,08",0,56,0
82783530,76726569,"26392,57","2291,19",210,10
82785993,63077265,"21916,3","4435,66",166,38
82798051,86618397,"21106,72","1995,13",162,36
82808860,56980806,"12568,14","2056,7",96,16
82814720,86796423,"9950,76",0,54,0
82816325,55735635,"7203,69","1034,9",70,8
82824646,66655149,"21740,76","7207,62",134,50
82829307,60168339,"13980,32","1611,3",106,4
82830313,58618827,"12407,01",0,8,0
82837306,59252940,"27223,11","3302,51",188,40
82854477,54986934,"20213,3","7844,28",122,92
82856722,55576830,"15683,32","4400,29",88,34
82879222,63968703,"35584,84","6733,4",162,12
82881197,67258863,"41733,98","1541,87",390,12
82883084,56605293,"11158,58","972,02",66,8
82891769,54096627,"7560,01",0,54,0
82892219,87888522,"11166,44","1429,21",94,16
82920682,60267966,"8209,77",0,6,0
82933424,57213222,"9633,74","961,54",72,14
82936650,54361611,"29930,88","2381,58",196,12
82938273,53996706,"30732,6","4043,97",246,22
82944902,64752390,"16766,69","3899,87",128,32
82959650,86752602,"19719,43","1359,78",148,8
82961247,79540359,"8838,57","1230,09",92,18
82966211,54732033,15720,0,2,0
82966740,56419911,"24173,43","1906,05",162,30
82975783,88327236,"11079,98","662,86",82,12
83002798,64104873,"22321,09","850,19",146,8
83004629,53969994,"23758,16",4847,122,12
83020217,86828307,"16025,23","2054,08",142,18
83044134,64017402,"24380,41","2788,99",152,4
83048447,58800342,"25298,72","899,97",162,4
83052727,58331274,"20192,34","2409,09",142,28
83082821,65459166,"9942,9",0,90,0
83090602,56383635,"17859,23","1282,49",136,16
83102521,83970447,"14406,07","1256,29",128,24
83105551,55118052,"20153,04","3075,88",238,40
83106327,53969994,"7056,97","914,38",64,12
83109458,56455281,"7149,98",0,26,0
83152492,60272076,"7766,99","863,29",10,0
83154789,88072953,"14630,08","208,29",78,4
83158787,85453944,"17495,05","1323,1",138,4
83199897,88447581,"9511,91","387,76",76,8
83218839,87015084,"8808,44","863,29",4,0
83228635,89138241,"15936,15",0,132,0
83242401,89276433,"12556,35",0,126,0
83249516,87531921,"111380,13","1198,65",750,12
83260374,67102308,"14172,89","6552,62",106,60
83273788,54955164,"14889,46","1464,58",86,8
83282299,61468665,"19246,52","6384,94",168,30
83295696,87572637,"9234,19","65,5",82,0
83311002,77560062,"9568,24","3295,96",66,30
83322763,57593277,"11509,66",0,94,0
83326999,87248961,"11716,64","1454,1",92,20
83337470,58909557,"11123,21","611,77",92,10
83337875,65294235,7074,0,2,0
83355764,54395136,"31391,53","2558,43",202,20
83362282,82102791,"23752,92",1441,154,32
83367100,83641203,"16819,09","1272,01",118,12
83385922,65320722,"8976,12","542,34",64,8
83397491,56321325,"9204,06","78,6",56,0
83400418,58592157,"26016,6","5910,72",186,52
83401358,80078799,"25907,87","2754,93",176,42
83420702,89032245,"14003,9","1609,99",166,24
83421486,56419911,"24182,6","1797,32",136,18
83435239,65932221,"8119,38",0,4,0
83462067,54461592,"30318,64","4207,72",202,42
83492613,75837102,"11621,01","1435,76",52,8
83502009,67049172,"11235,87","1442,31",64,8
83530678,85202148,"7694,94","6188,44",122,30
83553559,64102035,"11678,65","2998,59",82,26
83554674,67951371,"20302,38","749,32",156,12
83555025,77068689,"12465,96",0,116,0
83559289,56600289,"8783,55","932,72",4,0
83577884,84134376,"14233,15","5119,48",98,52
83579108,59671500,"8209,77",0,12,0
83599483,86860599,"29760,58","8573,95",204,80
83601330,86877471,"14285,55","2198,18",98,4
83603955,55764495,"17736,09","320,95",116,4
83618676,59407032,"14746,67","2114,34",108,24
83646789,89120328,"14599,95","11230,63",138,104
83656879,59903010,"16925,2",0,122,0
83698869,58871031,"9487,02","337,98",100,8
83707930,67033857,"8216,32","195,19",52,0
83719144,86517393,"8347,32","78,6",62,0
83741052,66051456,"23238,09","1692,52",164,8
83751121,83260368,"10662,09","2960,6",100,40
83752666,55823007,"20781,84","628,8",142,0
83752913,57091068,"11644,59","2002,99",94,28
83769855,86600190,"26936,22","2563,67",196,24
83775248,82895559,"13954,12","2304,29",94,34
83776030,60058404,"7766,99","863,29",4,0
83780451,59194323,"9839,41","1526,15",74,20
83790971,60805128,"13223,14","157,2",100,0
83806648,55019658,"8087,94",0,34,0
83815276,86198340,5109,0,2,0
83820625,66794595,"36643,32","2571,53",220,56
83834749,53871105,"664,17",0,2,0
83852438,82572018,"17071,92","1803,87",112,22
83874277,85829952,"12911,36","1340,13",74,16
83877574,58245528,"13930,54","1435,76",114,24
83879111,80058363,"31339,13","4605,96",178,16
83892280,59672409,"18197,21","765,04",170,10
83911219,58849362,"8842,5","1114,81",156,30
83911367,62005557,"18773,61","310,47",102,0
83912220,55017399,"13068,56","2610,83",136,24
83923228,57331905,"12412,25","3390,28",28,12
83926332,59967819,"6789,73",0,42,0
83935340,65249214,"15704,28","2633,1",142,26
83961026,58469034,7074,0,2,0
83962429,56264988,"19698,47","5192,84",202,78
83965010,54415233,"14564,58","1870,68",104,36
83972090,64254819,"13435,36","1699,07",122,24
83974648,76537548,"16830,88","2208,66",104,0
83986654,64765302,"9815,83","128,38",62,4
83988603,54028599,"28706,03","3656,21",222,12
84004245,74840445,"14356,29","4547,01",84,22
84024187,63536982,"16534,82","1201,27",178,24
84028620,65948868,"15562,8","438,85",106,0
84038651,86640807,"17115,15","5271,44",96,54
84040653,65871186,"19567,47","2424,81",148,20
84051546,62828172,"32029,5","2561,05",238,36
84057589,86796423,"16809,92","1220,92",126,10
84057861,55238895,"19436,47","2101,24",152,26
84069505,75364059,"28445,34","1985,96",216,20
84071456,64078488,"11280,41",0,64,0
84089493,75808290,"24402,68","3347,05",178,30
84091818,54273411,"14026,17","6014,21",126,50
84095774,65294235,"13102,62","3096,84",110,34
84107925,76420554,"40489,48","2090,76",284,28
84117886,86727354,"10537,64","403,48",88,8
84160683,56523177,"12667,7","3581,54",58,8
84195441,75998310,"11324,95","233,18",92,4
84229678,67842591,"11648,52",0,6,0
84233258,61629066,"11437,61","664,17",54,10
84234512,60029526,"34383,57","1344,06",194,24
84236715,86733825,"25062,92","7544,29",234,132
84298516,86599890,"9767,36",0,14,0
84307246,76025055,"12813,11","2749,69",94,4
84318020,62122320,"27012,2","1044,07",178,16
84318353,55609446,"24110,55","2993,35",174,18
84320881,61402884,"24764,24","623,56",256,10
84352497,61116033,"9306,24","694,3",54,0
84353680,85761675,"17793,73","838,4",114,4
84362062,87971562,"11492,63","527,93",80,12
84364939,63923859,"11814,89","1531,39",86,14
84374961,58718859,"34310,21","7656,95",198,22
84378220,55637793,"7181,42","269,86",44,0
84423918,58077978,"13757,62","1768,5",70,10
84428030,75998310,"12189,55","2363,24",110,28
84439904,80526342,"8627,66","220,08",150,14
84449868,78947658,"17823,86","876,39",94,4
84453385,84403395,"17622,12","2834,84",100,38
84453707,56097462,"22956,44","459,81",102,8
84455173,60371031,"18655,71","1689,9",130,22
84457192,54511050,"13568,98",3013,110,50
84464043,54384711,"15230,06",262,78,0
84475480,55840431,"7476,17","2389,44",50,16
84479484,59054043,"15057,14","991,67",106,16
84480754,63168714,"31958,76","2337,04",204,30
84482081,63859629,"33107,63","1975,48",240,20
84486926,89135472,"8948,61","382,52",60,4
84493025,58048794,"27363,28","985,12",182,16
84517460,60303579,"15692,49","3699,44",82,42
84524661,89120328,"7664,81","5394,58",126,86
84533348,60724542,"20327,27","3278,93",164,42
84540338,58075848,"13920,06","3687,65",72,24
84562753,61372992,"16401,2","634,04",108,8
84581629,85615020,"9335,06","1254,98",70,24
84583852,58547223,"26076,86","1916,53",206,26
84591573,82335807,"29594,21","3821,27",204,50
84601693,63896838,"21711,94","2723,49",150,12
84617326,78885837,"20243,43","2849,25",88,8
84618339,60340539,"16001,65","4081,96",112,48
84623411,86661903,"9046,86","3598,57",52,16
84625346,67382280,"12741,06","796,48",120,8
84642719,56407323,"9429,38","1353,23",72,12
84678533,86803938,"7730,31","1830,07",56,28
84689121,60872055,"11552,89","4586,31",82,42
84705947,84731874,"8165,23",1965,90,24
84706916,65478288,"34865,65","1936,18",160,44
84766711,62104308,"20492,33","163,75",130,4
84777275,54403008,"14860,64","533,17",108,14
84785325,61491252,"14876,36",0,116,0
84800639,57426795,"14863,26",3144,70,0
84809606,60272076,"18000,71","68,12",144,0
84830744,60805128,"49711,88","5204,63",378,52
84888289,62683620,"49270,41","7135,57",184,26
84893191,67527627,"20303,69","3650,97",118,20
84917525,61341021,"17479,33","2282,02",138,28
84951639,68091039,"27770,69","1080,75",212,12
84957071,65841159,"24401,37",4061,138,36
84958107,78075246,"36555,55","1342,75",206,20
84966685,63905061,"30896,35","2554,5",82,4
84971114,64385877,"18122,54","1548,42",136,32
84974526,83018484,"12429,28","547,58",114,8
84982556,55879650,"22412,79","4680,63",204,58
84989996,81319491,"12401,77","973,33",86,10
85008679,61386957,"87683,54","13997,35",626,170
85051045,75579375,"15704,28","2410,4",118,24
85066176,65531409,"44356,6",0,354,0
85078694,54657096,"11638,04","3056,23",114,48
85085026,86799720,"22784,83","1019,18",150,12
85122610,60134373,"14447,99","3345,74",106,42
85133187,53844981,"16744,42","1933,56",108,16
85134875,87985182,"8200,6","678,58",56,6
85155508,63536982,"29371,51","729,67",288,0
85156946,64582365,"12759,4","3250,11",80,4
85175587,64344687,"12585,17","512,21",112,8
85194176,60794577,"28952,31","2593,8",212,48
85202575,63968703,"24777,34","2312,15",166,26
85222791,87790845,"16833,5","551,51",196,0
85238842,65424933,"27625,28",0,248,0
85240346,56187255,"17047,03","2120,89",114,30
85246852,85615020,"12890,4","1713,48",86,8
85270169,58095642,"33004,14","3314,3",234,52
85296779,86080323,"22424,58",0,34,0
85337789,58667706,"13464,18","1244,5",122,24
85340870,54395136,"34811,94","899,97",202,20
85345111,55196301,"11057,71","592,12",58,8
85412163,61277022,"16743,11","374,66",112,0
85424938,58235961,"10838,94","51,09",100,0
85435684,86825778,"6593,23","732,29",16,0
85437154,65531409,"35558,64",0,294,0
85439356,57368205,25283,"1737,06",138,10
85440511,63761286,"23933,7","1976,79",230,44
85441012,54203265,"15726,55","2960,6",128,36
85447650,83989089,"12375,57","766,35",94,10
85453692,63999531,"20749,09","4419,94",114,56
85457315,86875284,"10337,21","1097,78",90,14
85464225,56762799,"13295,19","3230,46",104,18
85543470,62278032,"21240,34","1142,32",168,16
85554396,65406624,"16321,29","167,68",126,4
85560086,55303632,"17510,77","1403,01",118,8
85589070,62442486,"7446,04","1383,36",58,8
85593690,84171942,"16572,81","1059,79",130,20
85602224,76390608,"22397,07","3865,81",172,72
85607203,76558683,"16779,79","361,56",142,4
85615014,86618397,"20851,27","1372,88",154,12
85620373,57438750,"20108,5","1443,62",138,18
85674864,60155052,9039,"2233,55",80,32
85693680,67772613,"16034,4","1232,71",122,16
85714870,62134110,"9779,15","1978,1",76,20
85725548,84029562,"7804,98","3361,46",72,36
85727044,63633516,"10659,47",131,48,4
85735141,67236252,"11369,49","1953,21",74,26
85744498,61790154,"13441,91",393,84,8
85746146,81319491,"22774,35","4182,83",120,36
85750140,60362547,"14234,46","1805,18",86,10
85794316,86018925,"27734,01","3028,72",132,32
85808529,54273411,"7018,98","1439,69",14,6
85808809,62625285,"33199,33","2407,78",252,32
85811156,65183643,"18009,88","1865,44",140,18
85816916,55636710,"8006,72","626,18",58,8
85820843,66917271,"44659,21","2141,85",328,28
85825728,65406624,"14265,9","3573,68",104,28
85832787,54122538,"10111,89","424,44",60,4
85844728,83891721,"6221,19","1460,65",60,32
85848162,55899474,"6836,89",131,64,6
85856679,63791973,"9204,06","2355,38",84,28
85857980,57906054,"17724,3","2910,82",148,40
85864070,60068433,"11518,83","844,95",94,14
85892978,59041899,"32375,34","1498,64",262,44
85894967,83820198,"3331,33",0,2,0
85897668,54276894,"17124,32","4938,7",36,8
85903732,81123333,"10090,93","1482,92",94,22
85904508,76292640,"22579,16","981,19",154,4
