CUSTOMER_NO,LOYALTY PROGRAM,AGE,CUSTOMER_TYPE,GENDER
84589953,0,2,3,0
84592512,0,2,1,1
84597984,0,1,2,1
84606351,0,1,2,0
84610422,1,4,1,1
84613968,0,1,1,0
84615294,0,3,1,0
84616620,1,3,1,1
84618030,0,2,3,0
84618618,0,1,2,1
84619365,0,2,4,1
84619731,1,4,2,1
84620724,0,2,2,0
84623121,0,1,1,1
84623598,1,1,1,0
84631188,0,2,2,1
84632214,0,1,3,0
84633060,0,4,1,0
84635460,1,4,2,1
84640020,0,1,1,0
84640827,0,2,2,1
84641334,1,3,1,0
84646521,0,3,1,0
84647217,1,1,0,0
84651981,0,2,2,1
84659694,0,2,1,0
84660549,1,2,2,1
84660921,0,2,2,1
84663576,0,1,1,0
84664338,0,4,1,1
84669531,0,2,3,0
84672711,0,3,1,1
84675501,0,2,3,0
84677718,0,2,3,1
84681567,0,1,1,0
84685755,0,1,2,0
84686373,0,2,2,0
84686691,0,1,1,0
84689916,1,1,3,1
84690750,0,1,1,1
84694620,0,2,2,0
84695028,0,2,2,0
84695388,1,2,3,1
84696003,0,1,2,0
84697281,0,2,3,0
84699903,0,3,0,0
84701823,0,2,0,0
84702639,0,2,1,1
84707760,0,1,3,0
84708252,0,1,1,1
84708282,0,1,1,0
84708741,0,1,3,0
84708993,0,3,2,0
84711168,0,3,4,0
84712524,1,3,0,0
84713847,1,1,1,0
84714600,0,2,1,1
84715815,1,2,1,0
84718845,0,1,2,1
84719145,0,1,2,0
84724908,0,2,3,0
84728259,0,1,1,1
84728535,0,2,1,0
84730152,0,2,2,1
84731337,0,2,1,0
84731781,1,1,1,0
84733371,0,2,3,0
84736518,0,2,4,1
84739575,0,2,2,0
84740634,0,2,2,0
84740982,0,2,1,0
84741399,1,2,2,0
84745791,1,1,2,1
84746910,1,3,1,0
84749220,1,1,1,0
84751455,0,1,1,0
84753972,0,1,2,0
84756633,0,2,1,0
84757452,1,3,3,0
84760071,1,3,2,0
84760074,0,2,2,0
84763953,0,1,1,0
84770952,0,1,1,0
84771255,0,2,3,0
84771285,0,3,1,1
84774624,0,2,3,0
84776196,0,3,2,0
84780006,1,1,2,1
84786054,0,2,2,0
84786372,0,1,2,1
84788148,0,3,2,1
84792321,0,3,3,1
84793782,0,1,2,1
84794739,0,1,3,0
84794970,0,1,2,0
84798147,0,0,3,0
84798360,0,1,2,0
84799191,0,2,2,0
84801687,0,2,4,0
84801732,0,1,1,1
84802314,0,1,3,0
84803613,0,1,2,1
84803871,1,2,1,0
84803880,1,2,3,0
84804054,0,2,4,0
84804894,1,2,1,1
84805629,1,3,1,0
84807906,0,1,1,1
84810495,0,2,2,0
84812376,1,2,2,0
84818364,0,3,1,0
84818847,0,3,2,0
84819747,0,2,3,0
84820434,0,2,3,0
84826005,0,3,1,1
84829932,0,2,2,1
84832245,0,2,3,0
84833067,1,1,1,0
84834288,0,2,2,0
84838929,1,2,2,0
84843507,1,2,3,1
84843759,1,1,3,1
84846960,1,1,3,0
84849144,0,1,1,1
84850218,0,1,4,0
84852105,0,2,2,1
84852183,1,2,2,1
84852588,0,1,2,0
84853044,1,2,1,0
84853719,0,2,2,0
84855999,1,1,4,1
84856203,1,3,1,0
84856641,1,2,2,1
84857919,0,2,1,1
84868947,0,3,2,1
84874629,0,3,3,0
84875514,0,3,4,0
84879657,0,1,3,0
84881214,0,1,2,1
84882051,0,2,1,0
84883362,1,2,0,0
84884706,1,3,1,1
84886107,1,3,2,1
84886296,0,1,2,0
84887769,1,1,3,0
84888573,0,1,2,0
84889074,0,1,1,1
84891741,0,1,2,0
84892203,1,3,2,0
84892926,0,1,1,0
84894243,0,1,2,0
84894384,1,2,2,0
84898083,0,3,2,0
84898362,0,3,2,0
84898434,0,2,2,0
84898656,1,2,1,1
84901632,0,2,2,0
84902184,0,2,1,0
84904962,1,4,1,0
84914799,0,1,2,1
84916161,1,2,2,1
84917322,0,3,2,0
84922221,0,2,2,0
84923034,1,1,1,1
84925365,0,3,1,1
84926382,0,3,1,0
84927681,0,2,2,0
84929742,0,1,1,0
84932505,0,2,1,0
84933669,0,3,0,0
84936450,1,2,4,0
84936522,0,3,4,0
84937422,0,3,2,0
84940158,0,1,3,0
84943050,0,1,3,1
84945012,0,2,1,1
84948033,0,4,1,1
84948153,1,2,1,0
84954498,1,3,1,1
84956232,1,2,2,0
84959823,0,1,0,0
84965553,0,1,1,0
84965634,0,1,1,1
84965868,0,4,3,0
84967440,0,1,1,0
84968430,0,1,3,1
84970407,0,1,3,0
84970455,0,1,1,0
84970926,0,1,3,0
84972495,0,3,2,1
84972582,1,3,2,0
84977352,1,2,2,0
84978546,1,1,0,0
84983472,1,1,1,0
84985647,0,1,3,1
84988539,0,2,1,0
84993030,0,1,3,1
84994422,0,1,1,0
84996507,0,1,3,0
84997605,1,2,2,0
84997965,0,1,2,0
85001505,0,2,3,0
85002894,0,1,3,0
85003119,1,2,2,0
85005519,1,1,1,1
85008465,0,3,1,0
85013325,0,3,3,0
85013547,0,2,2,0
85013637,1,2,2,0
85019973,0,3,1,0
85021116,0,1,2,0
85023111,0,2,1,0
85023486,0,1,1,0
85024227,0,3,2,0
85027935,0,2,4,0
85036296,1,2,3,0
85037625,0,2,2,1
85038651,0,1,3,0
85039980,0,1,2,0
85040127,0,2,2,1
85041888,1,1,2,1
85042428,0,1,2,1
85043247,1,2,1,0
85044180,1,2,3,0
85047624,1,3,2,0
85048299,0,2,3,0
85049016,1,3,2,0
85049934,0,2,2,1
85051614,0,3,1,0
85052370,0,3,3,0
85052565,0,2,3,1
85053270,0,3,1,0
85054413,0,1,2,1
85059033,0,1,1,0
85062303,0,2,2,0
85064889,0,2,4,1
85071288,0,1,1,1
85077030,0,1,2,0
85077240,0,1,3,1
85081068,1,2,2,0
85081383,1,1,3,0
85081731,0,1,2,0
85083321,0,1,3,0
85085091,0,2,2,0
85087758,0,3,3,0
85089108,0,2,2,0
85090335,1,3,1,0
85093398,0,3,1,0
85096185,0,2,2,1
85096701,1,3,1,0
85099227,0,1,0,0
85104924,1,2,1,0
85110048,1,3,2,0
85110276,0,1,2,0
85118073,0,3,2,0
85118523,0,2,1,0
85120257,0,1,1,0
85121178,0,3,2,1
85122486,1,2,2,0
85125291,0,1,4,1
85127160,1,2,4,0
85128381,1,3,3,0
85132548,0,1,3,0
85133088,1,1,2,1
85133898,0,1,2,1
85137795,0,3,1,1
85138758,0,2,2,1
85142274,0,1,1,0
85143678,0,2,2,0
85145049,0,3,1,0
85147257,0,3,1,0
85151790,0,3,2,0
85153056,0,2,1,1
85154448,1,1,2,1
85155942,0,3,3,1
85158546,0,3,1,1
85159623,1,4,3,0
85161456,0,2,1,0
85162356,0,2,3,0
85164696,1,3,1,0
85164969,1,2,2,0
85165401,1,1,1,0
85165725,1,2,2,1
85166262,0,1,1,1
85167423,0,2,2,0
85168701,0,3,2,0
85170855,1,2,1,1
85171281,1,1,2,0
85171494,1,2,2,0
85172850,1,3,1,0
85173162,0,2,1,1
85173219,1,1,3,1
85176006,0,2,2,0
85179339,0,3,2,0
85190103,1,2,2,0
85191156,1,2,1,0
85194435,0,2,1,0
85197636,0,3,4,0
85199700,0,1,2,0
85199727,0,3,4,1
85200219,1,1,2,1
85202148,0,3,2,0
85203819,0,3,1,1
85204506,0,1,3,1
85213554,0,2,4,0
85215648,0,1,1,1
85221354,0,2,1,0
85222686,0,3,1,0
85222971,0,3,1,0
85225140,0,2,2,1
85233105,0,2,1,1
85233174,0,1,2,0
85235124,0,1,2,0
85236780,1,1,1,0
85242474,0,3,2,0
85248087,0,2,2,1
85249542,0,3,4,0
85256634,0,2,1,1
85257066,1,4,2,1
85260429,0,2,2,0
85260786,1,3,1,1
85260792,0,2,2,0
85261020,0,2,1,1
85261536,0,2,1,0
85262439,0,2,3,0
85265175,0,1,2,0
85271544,1,2,4,0
85277289,1,1,1,1
85280952,0,3,3,0
85281033,0,2,1,1
85283949,1,2,1,1
85288575,1,2,0,0
85290003,0,2,2,0
85292466,0,1,2,0
85294533,0,1,3,0
85294812,0,3,2,0
85298568,0,2,1,1
85299777,1,3,1,1
85304007,0,2,4,0
85306350,0,3,1,1
85307613,1,4,2,1
85312245,0,4,1,0
85322787,0,1,2,1
85323033,1,2,2,0
85327401,0,2,1,0
85327737,0,2,1,0
85331082,0,1,3,0
85331502,0,2,3,0
85332549,0,2,2,1
85334094,0,4,1,1
85335339,1,2,4,0
85339866,1,3,1,0
85342188,1,1,2,0
85343244,0,2,1,0
85343325,0,2,2,0
85344024,0,2,1,0
85344150,1,3,1,0
85347168,1,3,1,0
85350855,0,2,2,0
85355817,0,2,3,1
85358319,1,2,2,1
85359912,0,2,2,0
85361253,1,3,3,0
85362918,0,2,1,1
85367106,0,1,2,0
85372380,0,3,2,1
85375428,0,1,1,0
85378794,0,1,4,0
85382073,0,1,3,1
85394664,0,2,2,0
85401108,0,2,2,0
85407642,0,1,2,0
85409682,0,2,2,1
85411923,0,1,3,1
85413306,0,3,2,0
85413798,0,3,4,0
85415856,0,3,1,0
85416033,1,3,2,0
85417494,1,1,3,0
85418412,0,3,2,1
85420857,1,1,2,0
85426062,0,2,2,0
85428303,0,2,2,0
85429404,0,2,2,0
85429947,0,3,1,1
85432962,0,2,3,1
85434414,0,1,1,0
85435329,0,4,2,0
85438446,0,2,2,0
85439928,0,3,1,0
85442955,0,1,3,1
85445073,1,3,2,0
85448322,0,1,1,0
85452492,0,4,1,0
85455306,0,4,1,1
85457031,0,2,3,1
85458597,0,1,1,0
85459707,0,4,1,1
85460160,0,2,2,0
85461036,0,1,1,1
85462086,0,3,3,0
85462371,0,2,3,0
85463859,0,3,3,1
85466652,0,2,1,0
85466709,0,3,2,1
85467531,1,2,3,1
85470561,0,2,3,0
85471026,1,1,2,0
85473102,1,1,2,0
85474413,1,2,1,0
85475781,0,4,1,1
85475922,0,3,2,1
85478232,0,2,0,0
85480638,1,3,1,1
85482525,1,2,2,0
85482708,0,2,2,0
85487715,0,1,2,1
85488780,0,2,1,0
85489836,1,2,2,1
85490151,1,3,2,0
85490877,0,4,1,1
85497165,1,1,2,0
85499160,0,2,3,0
85503990,0,1,1,0
85506552,0,1,1,0
85506741,0,3,2,0
85507725,0,3,2,1
85509654,0,2,1,0
85513353,1,2,1,0
85513671,0,2,1,0
85518330,1,2,3,1
85518357,0,1,2,0
85520712,1,2,2,0
85527291,0,4,1,1
85527645,0,2,3,0
85530486,0,3,2,1
85533906,0,1,1,0
85545924,0,2,2,1
85546050,1,2,2,0
85549659,0,3,0,1
85549965,0,1,2,1
85557102,1,2,2,0
85557765,0,1,2,0
85561203,0,2,2,0
85563306,0,3,0,1
85569501,0,1,2,1
85574313,1,2,1,1
85576614,0,2,1,0
85577193,0,3,4,0
85583226,0,2,1,0
85583577,0,3,1,0
85588428,0,3,1,0
85594071,0,3,2,1
85597647,1,2,2,0
85597968,1,3,2,0
85599459,0,2,2,1
85600551,0,2,1,0
85608531,1,2,2,1
85611816,1,1,2,0
85613175,0,2,1,0
85615020,0,4,3,0
85616190,0,3,1,1
85616247,0,2,3,0
85629747,0,1,3,0
85630362,0,2,3,1
85631031,0,2,3,0
85631325,1,4,1,0
85634985,0,2,2,0
85636194,0,2,1,0
85639827,1,4,2,1
85640634,0,2,1,0
85650426,0,1,2,1
85650759,0,3,1,0
85651113,0,3,2,0
85651470,0,1,1,0
85659042,0,2,2,1
85662066,0,1,4,1
85664187,1,3,2,0
85666215,0,2,2,1
85667469,0,2,4,1
85668531,1,3,3,0
85669044,0,3,1,0
85672116,1,3,2,0
85675377,0,3,1,1
85676295,0,3,1,1
85676862,1,3,1,0
85676946,0,1,1,0
85677663,0,1,2,0
85690341,0,2,1,0
85692861,0,4,1,0
85694550,0,2,2,0
85695084,0,2,4,1
85696311,0,2,4,0
85697565,0,1,1,0
85701651,1,2,1,0
85712370,0,1,1,0
85714275,0,2,2,0
85714878,0,1,3,1
85718016,0,1,1,0
85729404,0,1,1,0
85731798,1,3,2,1
85735389,0,1,2,0
85737849,0,3,2,0
85738755,0,2,0,0
85740123,0,1,2,0
85753041,0,3,2,0
85753239,1,2,2,0
85753980,0,1,1,1
85760061,0,3,2,0
85761675,0,3,1,0
85763076,1,1,2,1
85772250,0,1,1,1
85772832,0,3,1,0
85774869,0,4,2,1
85775715,0,2,1,0
85781058,0,2,1,1
85782228,0,3,1,1
85786860,0,3,2,0
85790292,0,3,1,1
85791072,0,1,2,0
85791696,1,2,1,0
85794264,0,2,3,0
85797672,0,2,2,1
85800621,0,3,3,0
85803957,1,1,2,1
85809438,0,2,2,1
85811508,0,4,1,0
85811562,1,4,1,0
85813686,0,3,1,0
85815792,1,3,2,1
85818051,0,1,3,0
85819491,1,1,1,0
85822152,1,2,1,0
85829952,1,3,1,0
85831899,0,3,1,1
85833189,0,2,1,1
85836561,1,4,1,0
85838784,0,1,2,0
85838988,0,2,3,0
85841592,0,1,3,1
85843269,0,2,1,1
85843464,0,1,3,0
85844130,0,1,3,1
85848888,1,1,3,0
85849398,0,2,1,1
85851369,0,3,3,1
85852581,0,2,2,0
85852794,0,1,2,0
85854804,1,2,1,1
85859865,0,2,1,0
85860015,1,2,4,0
85861596,0,1,3,1
85870470,0,2,1,0
85871958,1,1,1,0
85877010,0,2,4,1
85885551,0,1,2,0
85888560,1,1,1,0
85891410,0,1,2,1
85892388,0,3,3,0
85893981,0,2,2,0
85897218,0,2,2,0
85899447,0,2,1,0
85899573,1,1,3,0
85900092,0,2,1,0
85902666,0,1,1,1
85905123,1,2,1,1
85905468,0,1,1,0
85909314,1,3,1,1
85909365,0,2,2,0
85912239,0,2,3,1
85912842,0,2,3,0
85913313,0,1,1,0
85913520,0,2,1,0
85915833,0,1,1,1
85916631,0,1,1,0
85923342,1,3,2,0
85925049,0,1,3,0
85926618,0,3,2,0
85927917,0,2,2,0
85928604,0,1,2,0
85929114,0,3,2,0
85932138,1,1,1,1
85932687,0,2,3,0
85935084,0,3,2,0
85943694,0,1,2,1
85946961,0,4,1,1
85949382,0,3,1,1
85950699,0,2,2,0
85952646,0,1,1,0
85957257,0,4,1,0
85957941,0,2,2,1
85958070,0,1,2,0
85961796,1,3,3,0
85965717,0,2,2,1
85967247,0,2,2,1
85971162,1,2,2,0
85972848,1,2,2,0
85977747,1,3,2,0
85979769,0,1,1,1
85982670,0,1,3,0
85986027,1,2,2,0
85986456,0,1,2,0
85994961,0,2,2,0
85999044,1,1,1,0
85999254,0,2,2,0
85999497,0,2,2,0
86002719,1,2,1,0
86002746,0,2,2,0
86005635,0,1,2,0
86006436,0,1,4,0
86009454,0,2,2,0
86017680,1,2,2,0
86018379,0,1,3,0
86018925,1,3,1,1
86022603,0,1,1,0
86024826,0,1,2,1
86024964,0,1,4,0
86025114,1,4,1,0
86025981,0,3,2,0
86026272,0,2,1,0
86026884,1,1,1,0
86030346,0,1,1,0
86032329,0,3,2,0
86040033,0,3,3,1
86042211,0,3,0,1
86045133,1,2,1,0
86047296,0,1,2,0
86049957,0,3,1,0
86051976,0,1,1,0
86052981,0,2,2,0
86053425,0,1,2,0
86061981,0,2,4,0
86062866,0,2,2,0
86068479,1,2,3,0
86070495,1,2,2,1
86073519,1,3,2,1
86074191,0,1,3,0
86076108,0,1,3,1
86080323,0,1,2,1
86081013,0,2,1,0
86082090,0,1,2,0
86085618,0,3,1,0
86089482,0,2,1,1
86091588,0,1,1,0
86100174,1,1,2,0
86100711,1,1,3,1
86101485,0,1,2,0
86102391,0,2,3,0
86103288,1,1,1,0
86107842,0,2,1,1
86110056,0,1,4,0
86115036,0,2,2,0
86122476,0,1,2,0
86123700,0,2,3,1
86125044,1,1,1,0
86130540,0,3,3,1
86131080,1,1,2,0
86132373,0,2,2,0
86134521,0,3,1,1
86135565,0,1,4,0
86136813,0,3,1,1
86140905,1,2,2,0
86142294,0,1,4,1
86143932,0,2,1,0
86148132,0,1,2,1
86152029,0,3,2,0
86154219,0,2,3,1
86154417,1,2,1,1
86156946,0,3,2,0
86159619,1,2,3,0
86165895,0,1,2,1
86166849,1,1,3,1
86167962,0,2,2,0
86178669,0,3,1,0
86178780,0,2,1,0
86180889,0,1,2,0
86182785,1,3,2,1
86184996,0,3,2,0
86191875,0,1,3,1
86198340,0,3,1,0
86198745,1,1,3,0
86200314,0,2,2,1
86203377,1,2,1,0
86204556,0,2,2,0
86204592,1,1,2,0
86209191,0,2,0,0
86210469,0,1,2,1
86211444,0,2,2,0
86212047,0,1,2,0
86213592,0,2,2,0
86213655,0,3,2,0
86217015,0,1,1,0
86217144,1,1,2,0
86218296,1,3,2,0
86222193,0,1,2,0
86235873,1,3,4,1
86236725,0,3,2,1
86237202,1,2,3,0
86240334,0,2,2,1
86242521,1,2,2,0
86243175,0,1,2,1
86245650,0,1,1,0
86252157,0,1,4,0
86252349,0,1,0,1
86254776,0,1,3,0
86256726,0,2,2,1
86257230,0,3,2,1
86257287,1,1,1,0
86259969,0,2,3,0
86260410,0,3,2,0
86264736,0,2,2,0
86265174,0,2,1,1
86267661,0,2,2,0
86271753,0,2,1,1
86273130,1,1,0,0
86277312,0,1,2,0
86277555,1,1,2,0
86280558,1,4,0,0
86282193,0,2,2,1
86287572,0,2,2,0
86289996,0,2,4,0
86291988,0,4,4,1
86292771,1,4,3,0
86292837,1,1,0,0
86293776,0,2,3,1
86297001,1,2,1,0
86297097,1,2,1,0
86297688,0,1,2,0
86304543,0,1,1,0
86305023,0,2,2,1
86308431,0,3,2,0
86308782,0,2,2,0
86310024,0,2,4,1
86310972,1,4,1,0
86313030,0,1,3,0
86314614,1,3,1,0
86315589,0,3,1,0
86318187,0,3,1,1
86318280,0,2,3,0
86319339,1,1,1,1
86321415,0,2,3,0
86324565,1,3,1,0
86325114,0,2,2,0
86327976,1,4,1,1
86331216,0,2,2,0
86332455,0,3,3,1
86333664,0,3,1,0
86339646,0,2,3,0
86340582,0,2,3,0
86341080,1,2,2,0
86341236,0,1,0,0
86341719,0,2,1,1
86343570,0,2,3,0
86346909,0,1,2,0
86348187,0,1,2,0
86348562,0,2,2,1
86349630,0,1,2,1
86350659,0,3,2,0
86355312,0,1,4,0
86355402,1,3,1,0
86356575,0,1,1,0
86359245,1,2,1,0
86360139,1,2,3,1
86361600,1,2,2,1
86362704,0,4,2,0
86364192,0,2,2,0
86371251,0,3,0,1
86371713,1,2,1,0
86377731,1,4,1,1
86378103,0,1,3,1
86378973,0,2,2,0
86380323,0,4,1,0
86380563,0,2,2,0
86381397,1,2,2,1
86383893,1,3,2,0
86386572,1,4,2,1
86389146,1,1,2,1
86391951,0,2,2,0
86392056,0,2,1,1
86392698,1,3,2,0
86396967,1,3,1,0
86402922,0,3,4,0
86403414,1,2,1,0
86403597,0,1,1,0
86405337,0,1,1,0
86408496,0,2,2,0
86409165,0,2,2,1
86410365,0,2,2,1
86410902,0,1,2,0
86413398,1,2,2,1
86414286,0,2,1,1
86419257,0,3,3,0
86422179,0,1,4,0
86424549,1,2,3,0
86424693,0,3,2,0
86425011,0,2,1,1
86425848,0,2,3,0
86426841,0,2,1,1
86429856,0,3,1,1
86430744,0,2,1,0
86431206,0,1,2,0
86432145,0,2,1,0
86432697,0,2,1,0
86435733,0,1,1,0
86436213,0,1,2,1
86438025,0,2,2,1
86439870,0,3,1,0
86440437,1,3,1,1
86446440,1,4,1,1
86448729,0,1,4,0
86449938,0,3,3,0
86451969,0,3,2,0
86454948,0,2,3,0
86455248,0,3,2,0
86459370,0,2,2,0
86459442,0,3,2,0
86461689,1,3,2,0
86463222,0,3,1,0
86464989,0,2,2,1
86465523,0,2,1,0
86469549,0,3,3,1
86473572,0,3,1,0
86475522,1,1,2,0
86476248,0,2,2,1
86476254,1,2,1,1
86477337,1,2,1,0
86477340,1,3,2,0
86482068,1,1,3,0
86485638,0,3,2,1
86486727,1,3,2,0
86487792,1,2,2,0
86487834,0,2,2,0
86488551,1,1,2,0
86490345,0,3,2,1
86495658,0,2,1,0
86496960,1,2,3,1
86504118,0,2,2,0
86505696,1,2,1,0
86505780,0,2,2,0
86506281,0,1,2,0
86507712,0,3,2,0
86510184,1,1,4,0
86512740,0,2,1,1
86514462,0,2,3,0
86517138,0,2,2,0
86517393,0,2,1,1
86521599,0,2,2,0
86522217,0,2,3,0
86526891,0,3,2,1
86528550,0,3,2,1
86531685,1,3,2,1
86532543,0,2,1,0
86534649,0,4,2,0
86535513,1,2,3,1
86537949,1,2,1,0
86538858,1,2,2,1
86541894,1,3,1,0
86547291,0,2,2,0
86550528,1,2,3,0
86551140,0,3,1,0
86553798,0,3,3,0
86553831,0,3,1,0
86554308,0,3,1,0
86556738,0,3,4,0
86556837,0,3,2,0
86557275,0,2,3,0
86557422,0,2,1,1
86557791,0,3,2,0
86560218,0,3,2,0
86560557,0,2,1,0
86568393,0,4,2,1
86568678,0,2,2,1
86572524,0,4,2,0
86576661,0,2,2,1
86577198,0,3,1,0
86577546,0,4,1,1
86581704,1,4,1,1
86582694,0,4,2,1
86583036,1,3,1,1
86583996,0,3,1,0
86584551,0,2,2,1
86587152,1,3,1,0
86587746,1,3,2,0
86588667,0,3,1,1
86591769,0,3,2,0
86592282,1,2,2,0
86592774,0,2,2,1
86594496,0,2,0,1
86597604,0,2,1,1
86598543,0,2,3,0
86611710,0,2,2,0
86612409,1,2,1,0
86617308,0,1,1,0
86618253,0,2,2,1
86618397,0,3,1,0
86618865,0,3,1,0
86618901,1,4,1,0
86623344,0,3,2,0
86623767,0,2,0,0
86625354,0,3,1,0
86626755,1,2,2,1
86627733,0,3,1,0
86629092,1,4,2,0
86630736,0,3,2,1
86630847,0,2,1,1
86631270,1,2,1,0
86632296,0,2,2,1
86632350,0,4,2,0
86633964,0,3,1,0
86636376,0,2,2,1
86638203,0,2,1,1
86640807,0,3,1,1
86641896,0,3,2,1
86643723,1,4,1,0
86653857,1,4,2,0
86656248,0,3,2,1
86657790,0,2,2,0
86658003,0,1,2,0
86659161,0,1,2,0
86660964,0,2,3,0
86661903,0,4,1,0
86662818,0,1,2,0
86666556,0,4,3,0
86670627,0,1,2,0
86676351,0,1,1,1
86678157,1,4,2,0
86678736,0,1,2,0
86679993,0,4,3,0
86681415,1,2,2,0
86681634,1,3,3,0
86682465,1,2,2,1
86682945,0,1,2,0
86688399,0,2,2,1
86690289,0,2,1,0
86691312,0,2,2,0
86692305,1,1,3,0
86692554,0,3,2,0
86693328,0,4,4,0
86694267,0,2,2,0
86695911,0,4,4,1
86696448,1,4,2,1
86700393,0,4,3,1
86701989,0,3,1,1
86706855,0,2,2,1
86707344,0,3,1,0
86711898,0,2,1,0
86712093,1,4,1,1
86715153,0,3,2,1
86719272,1,1,2,0
86720364,0,2,4,0
86724996,1,1,3,0
86725329,1,2,1,0
86726049,0,2,1,1
86727354,0,4,2,1
86728251,0,2,2,1
86732259,0,2,0,0
86733387,0,1,3,0
86733825,0,2,1,1
86737269,1,3,1,1
86738253,0,4,1,1
86740587,0,2,2,0
86743557,1,4,2,1
86745642,0,3,3,1
86746173,0,1,2,1
86746347,1,2,3,0
86746554,1,3,1,0
86752125,1,4,1,0
86752602,0,3,1,1
86755668,0,3,4,0
86756193,0,3,2,1
86758989,1,2,2,0
86759391,0,2,2,1
86765019,1,2,2,0
86766099,1,4,2,0
86775645,1,4,1,0
86776179,0,2,2,0
86776263,1,2,1,0
86776719,0,3,1,0
86776827,0,1,3,0
86781093,0,4,4,0
86782194,0,1,2,0
86782236,0,3,0,1
86782377,0,1,2,0
86783580,0,3,1,1
86788227,1,4,1,0
86789349,0,3,1,0
86796294,0,4,3,1
86796423,0,4,3,0
86797284,0,3,1,1
86799456,0,3,2,0
86803821,1,3,4,0
86803938,0,3,2,0
86811753,0,2,2,1
86817960,0,2,2,0
86818587,0,3,3,0
86820525,0,4,2,0
86821044,0,3,3,0
86823255,0,4,2,1
86824704,0,4,2,1
86825598,0,4,1,0
86825778,0,4,2,1
86826579,0,3,1,0
86830281,0,3,3,1
86834736,0,1,2,0
86835441,0,2,2,0
86835711,1,2,2,0
86837340,0,1,2,0
86840349,0,2,3,0
86841771,1,3,1,0
86843934,0,3,1,0
86845239,0,3,2,0
86845641,0,2,3,0
86853486,0,1,3,1
86855355,0,4,1,0
86857578,0,2,1,0
86861439,0,4,3,0
86864247,0,4,1,0
86866350,0,1,3,1
86867454,0,2,2,1
86868102,0,1,3,0
86869368,0,3,2,1
86871684,0,2,3,1
86873202,1,2,2,1
86873961,0,2,2,0
86875284,0,4,1,0
86877996,0,2,2,0
86878554,0,4,1,0
86879427,0,1,1,1
86880345,0,3,1,0
86880813,0,2,3,0
86881215,1,2,2,1
86881623,0,2,2,0
86882244,0,3,3,1
86883180,0,2,4,1
86886255,1,2,2,0
86888178,0,4,0,0
86894556,0,2,3,0
86894736,0,4,1,0
86898495,1,3,3,1
86904291,1,4,2,0
86908983,0,1,3,0
86912394,0,2,4,1
86918187,1,4,2,0
86918571,0,1,2,0
86918856,1,1,2,0
86920524,0,2,3,0
86922072,0,3,2,1
86922816,0,4,2,0
86923959,0,2,3,0
86924322,0,2,2,1
86924745,0,2,2,0
86925105,0,2,2,1
86927412,0,1,2,0
86928117,1,2,3,0
86928279,0,1,0,1
86930745,0,1,2,0
86935785,0,3,1,1
86937828,0,1,2,0
86939016,0,3,1,0
86939754,0,3,1,1
86941815,1,2,2,0
86941860,0,2,2,1
86942703,0,2,2,0
86946318,0,4,2,1
86946717,0,2,3,0
86946825,0,4,3,0
86946906,0,1,3,1
86951628,1,4,1,1
86951871,0,2,2,1
86952315,0,1,1,0
86954955,0,4,2,0
86956590,0,3,2,0
86957694,0,2,2,0
86959314,0,2,2,1
86959497,1,3,2,0
86965125,0,1,2,0
86965164,0,2,4,1
86966937,0,3,2,1
86969835,0,3,2,0
86972067,0,2,1,0
86973801,0,1,3,1
86975115,1,3,2,1
86976021,1,1,2,0
86976927,1,4,1,0
86981010,0,3,1,1
86981493,0,1,2,0
86982948,0,3,2,0
86987442,0,2,1,0
86988627,0,2,1,1
86991204,0,3,2,1
86996322,1,2,1,1
86996361,0,3,2,1
86996835,0,3,2,0
87006681,1,4,1,1
87007767,0,2,1,0
87009804,0,1,3,0
87012531,0,1,2,0
87016176,0,2,1,0
87017208,0,2,1,0
87018114,1,3,1,1
87023997,0,4,2,0
87026274,0,4,1,1
87027288,1,2,3,0
87033600,0,3,2,0
87034506,1,2,1,1
87035340,1,4,1,0
87036282,0,3,1,1
87041688,1,3,1,0
87043140,0,2,2,0
87044532,1,4,2,0
87046356,0,1,2,0
87047904,0,3,2,0
87049602,1,1,3,0
87049662,0,2,1,0
87051567,0,1,3,0
87053364,0,1,2,0
87054051,0,2,2,0
87054054,1,3,2,0
87055533,0,3,1,0
87059874,0,2,2,0
87060831,0,1,1,0
87061701,0,2,1,1
87062778,1,2,2,1
87064809,0,1,3,1
87064836,0,1,2,0
87067422,0,3,1,1
87068535,0,1,1,1
87068703,0,2,1,1
87069084,0,2,1,1
87069144,0,2,2,0
87069660,0,2,2,0
87070158,1,4,2,1
87070272,0,2,2,1
87076896,0,2,3,1
87077262,0,1,4,1
87077382,0,2,2,1
87084861,0,3,4,0
87089517,0,4,1,1
87091209,0,1,3,0
87092133,0,1,1,0
87092184,0,1,2,0
87093327,0,2,2,1
87094323,0,2,4,0
87094983,0,3,1,1
87097719,0,1,2,0
87098619,1,2,1,1
87101793,1,4,2,1
87102090,0,3,2,0
87105978,1,3,3,1
87106689,1,3,2,1
87108588,0,3,2,0
87109080,0,2,3,0
87110844,1,3,1,1
87112110,1,4,4,0
87113883,0,2,2,1
87114774,1,4,1,0
87114903,0,2,2,1
87116979,0,2,3,0
87120228,1,1,3,0
87122454,1,4,1,0
87123897,0,2,2,1
87128751,0,3,1,0
